No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Party Code,Political Party Name,Abbrv,Notes
5054,Lomobong Moses,Lomobong Moses,23,Turkana,123,Turkana North,612,Lake Zone,29,National Rainbow Coalition,NARC,
5055,Napak Peter,Napak Peter,23,Turkana,123,Turkana North,612,Lake Zone,IND,Independent,IND,
5056,"Brent Eleman-ikori
Nichi","Brent Eleman-ikori
Nichi",23,Turkana,123,Turkana North,612,Lake Zone,IND,Independent,IND,
5057,Jaffer Hassan,Jaffer Hassan,23,Turkana,123,Turkana North,613,Lapur,29,National Rainbow Coalition,NARC,
5058,Margret Kaaleng,Margret Kaaleng,23,Turkana,123,Turkana North,613,Lapur,31,Kenya Patriots Party,KPP,
5059,Eunice Ateyo,Eunice Ateyo,23,Turkana,123,Turkana North,613,Lapur,15,Party for Development and Reform,PDR,
5060,Nangolekeng Simon,Nangolekeng Simon,23,Turkana,123,Turkana North,613,Lapur,67,Maendeleo Chap Chap Party,MCCP,
5061,Ewoi Emase,Ewoi Emase,23,Turkana,123,Turkana North,613,Lapur,36,Chama Cha Uzalendo,CCU,
5062,Teresa,Teresa,23,Turkana,123,Turkana North,614,Kaaleng/Kaikor,67,Maendeleo Chap Chap Party,MCCP,
5063,Mohamed,Mohamed,23,Turkana,123,Turkana North,614,Kaaleng/Kaikor,29,National Rainbow Coalition,NARC,
5064,Abdifatah Kapua,Abdifatah Kapua,23,Turkana,123,Turkana North,614,Kaaleng/Kaikor,15,Party for Development and Reform,PDR,
5065,John Sepae,John Sepae,23,Turkana,123,Turkana North,614,Kaaleng/Kaikor,36,Chama Cha Uzalendo,CCU,
5066,Nabwel Ekangaki,Nabwel Ekangaki,23,Turkana,123,Turkana North,615,Kibish,15,Party for Development and Reform,PDR,
5067,Nakuwa Jacob,Nakuwa Jacob,23,Turkana,123,Turkana North,615,Kibish,29,National Rainbow Coalition,NARC,
5068,Ekal Meresia,Ekal Meresia,23,Turkana,123,Turkana North,615,Kibish,36,Chama Cha Uzalendo,CCU,
5069,"Abdul Rahaman
Ngelecha","Abdul Rahaman
Ngelecha",23,Turkana,123,Turkana North,616,Nakalale,15,Party for Development and Reform,PDR,
5070,Dedan Ngikaskou,Dedan Ngikaskou,23,Turkana,123,Turkana North,616,Nakalale,36,Chama Cha Uzalendo,CCU,
5071,Nicholas Ewoi,Nicholas Ewoi,23,Turkana,123,Turkana North,616,Nakalale,29,National Rainbow Coalition,NARC,
5072,John Eripon,John Eripon,23,Turkana,123,Turkana North,616,Nakalale,75,Empowerment and Liberation Party,ELP,
5073,"James Loolel
Lowoyarot","James Loolel
Lowoyarot",23,Turkana,124,Turkana West,617,Kakuma,36,Chama Cha Uzalendo,CCU,
5074,Peter Ekiru,Peter Ekiru,23,Turkana,124,Turkana West,617,Kakuma,29,National Rainbow Coalition,NARC,
5075,Mary Lomojo,Mary Lomojo,23,Turkana,124,Turkana West,617,Kakuma,42,Shirikisho Party of Kenya,SPK,
5076,Ekutan Ekal,Ekutan Ekal,23,Turkana,124,Turkana West,617,Kakuma,IND,Independent,IND,
5077,Emoni Eliud,Emoni Eliud,23,Turkana,124,Turkana West,617,Kakuma,15,Party for Development and Reform,PDR,
5078,Abdiwahit Emuria,Abdiwahit Emuria,23,Turkana,124,Turkana West,617,Kakuma,IND,Independent,IND,
5079,Ekai A,Ekai A,23,Turkana,124,Turkana West,618,Lopur,29,National Rainbow Coalition,NARC,
5080,Lotuk Yole,Lotuk Yole,23,Turkana,124,Turkana West,618,Lopur,IND,Independent,IND,
5081,Raphael Logum,Raphael Logum,23,Turkana,124,Turkana West,618,Lopur,36,Chama Cha Uzalendo,CCU,
5082,Jacob Aemun,Jacob Aemun,23,Turkana,124,Turkana West,619,Letea,67,Maendeleo Chap Chap Party,MCCP,
5083,Loron Simon,Loron Simon,23,Turkana,124,Turkana West,619,Letea,42,Shirikisho Party of Kenya,SPK,
5084,Epuu Joseph,Epuu Joseph,23,Turkana,124,Turkana West,619,Letea,IND,Independent,IND,
5085,Joseph Tioko,Joseph Tioko,23,Turkana,124,Turkana West,619,Letea,36,Chama Cha Uzalendo,CCU,
5086,Francis Ngimusia,Francis Ngimusia,23,Turkana,124,Turkana West,619,Letea,29,National Rainbow Coalition,NARC,
5087,Lochor Bethwel,Lochor Bethwel,23,Turkana,124,Turkana West,620,Songot,36,Chama Cha Uzalendo,CCU,
5088,Alipan,Alipan,23,Turkana,124,Turkana West,620,Songot,29,National Rainbow Coalition,NARC,
5089,Moses Ikwel,Moses Ikwel,23,Turkana,124,Turkana West,621,Kalobeyei,IND,Independent,IND,
5090,Julius Edung,Julius Edung,23,Turkana,124,Turkana West,621,Kalobeyei,29,National Rainbow Coalition,NARC,
5091,Joseph Nyanga,Joseph Nyanga,23,Turkana,124,Turkana West,621,Kalobeyei,36,Chama Cha Uzalendo,CCU,
5092,Albert Ekirapa,Albert Ekirapa,23,Turkana,124,Turkana West,622,Lokichoggio,IND,Independent,IND,
5093,Edward Nakalale,Edward Nakalale,23,Turkana,124,Turkana West,622,Lokichoggio,IND,Independent,IND,
5094,Lobwin Vincent,Lobwin Vincent,23,Turkana,124,Turkana West,622,Lokichoggio,29,National Rainbow Coalition,NARC,
5095,Paul,Paul,23,Turkana,124,Turkana West,622,Lokichoggio,36,Chama Cha Uzalendo,CCU,
5096,Philip Lomoria,Philip Lomoria,23,Turkana,124,Turkana West,623,Nanaam,36,Chama Cha Uzalendo,CCU,
5097,Hashim Kerio,Hashim Kerio,23,Turkana,124,Turkana West,623,Nanaam,IND,Independent,IND,
5098,Cosmas Longor,Cosmas Longor,23,Turkana,124,Turkana West,623,Nanaam,29,National Rainbow Coalition,NARC,
5099,David Edoket,David Edoket,23,Turkana,125,Turkana Central,624,Kerio Delta,19,Kenya Social Congress,KSC,
5100,David Ekod,David Ekod,23,Turkana,125,Turkana Central,624,Kerio Delta,29,National Rainbow Coalition,NARC,
5101,Ikaru Eregae,Ikaru Eregae,23,Turkana,125,Turkana Central,624,Kerio Delta,36,Chama Cha Uzalendo,CCU,
5102,Engor Korima,Engor Korima,23,Turkana,125,Turkana Central,625,Kang'Atotha,31,Kenya Patriots Party,KPP,
5103,John Esinyen,John Esinyen,23,Turkana,125,Turkana Central,625,Kang'Atotha,36,Chama Cha Uzalendo,CCU,
5104,Paul Auru,Paul Auru,23,Turkana,125,Turkana Central,625,Kang'Atotha,76,Thirdway Alliance Kenya,TAK,
5105,Moses Lopeyok,Moses Lopeyok,23,Turkana,125,Turkana Central,625,Kang'Atotha,19,Kenya Social Congress,KSC,
5106,John Ekamais,John Ekamais,23,Turkana,125,Turkana Central,625,Kang'Atotha,29,National Rainbow Coalition,NARC,
5107,Lopeto Ejikon,Lopeto Ejikon,23,Turkana,125,Turkana Central,625,Kang'Atotha,42,Shirikisho Party of Kenya,SPK,
5108,Robert Etiir,Robert Etiir,23,Turkana,125,Turkana Central,625,Kang'Atotha,67,Maendeleo Chap Chap Party,MCCP,
5109,Lochok Makai,Lochok Makai,23,Turkana,125,Turkana Central,626,Kalokol,15,Party for Development and Reform,PDR,
5110,Josephat Ekeno,Josephat Ekeno,23,Turkana,125,Turkana Central,626,Kalokol,29,National Rainbow Coalition,NARC,
5111,Nangiro Ekai Simon,Nangiro Ekai Simon,23,Turkana,125,Turkana Central,626,Kalokol,36,Chama Cha Uzalendo,CCU,
5112,Robert Lowoko,Robert Lowoko,23,Turkana,125,Turkana Central,627,Lodwar Township,29,National Rainbow Coalition,NARC,
5113,Epakan Kebo,Epakan Kebo,23,Turkana,125,Turkana Central,627,Lodwar Township,17,Agano Party,AGANO,
5114,Emmanuel Abenyo,Emmanuel Abenyo,23,Turkana,125,Turkana Central,627,Lodwar Township,67,Maendeleo Chap Chap Party,MCCP,
5115,Lomala Godfrey,Lomala Godfrey,23,Turkana,125,Turkana Central,627,Lodwar Township,15,Party for Development and Reform,PDR,
5116,Kelly Komol,Kelly Komol,23,Turkana,125,Turkana Central,627,Lodwar Township,IND,Independent,IND,
5117,Gabriel Ebulon,Gabriel Ebulon,23,Turkana,125,Turkana Central,627,Lodwar Township,IND,Independent,IND,
5118,Agnes Ayanae,Agnes Ayanae,23,Turkana,125,Turkana Central,627,Lodwar Township,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
5119,Daniel Erot,Daniel Erot,23,Turkana,125,Turkana Central,627,Lodwar Township,IND,Independent,IND,
5120,Festus Ekitela,Festus Ekitela,23,Turkana,125,Turkana Central,627,Lodwar Township,36,Chama Cha Uzalendo,CCU,
5121,Amin Ali,Amin Ali,23,Turkana,125,Turkana Central,627,Lodwar Township,IND,Independent,IND,
5122,Michael Mugambi,Michael Mugambi,23,Turkana,125,Turkana Central,627,Lodwar Township,IND,Independent,IND,
5123,Gabriel Ekalale,Gabriel Ekalale,23,Turkana,125,Turkana Central,627,Lodwar Township,67,Maendeleo Chap Chap Party,MCCP,
5124,Ekalale Eris,Ekalale Eris,23,Turkana,125,Turkana Central,628,Kanamkemer,67,Maendeleo Chap Chap Party,MCCP,
5125,Daniel Lokuyen,Daniel Lokuyen,23,Turkana,125,Turkana Central,628,Kanamkemer,76,Thirdway Alliance Kenya,TAK,
5126,Ilikwel Abok,Ilikwel Abok,23,Turkana,125,Turkana Central,628,Kanamkemer,36,Chama Cha Uzalendo,CCU,
5127,Simon Logilae,Simon Logilae,23,Turkana,125,Turkana Central,628,Kanamkemer,IND,Independent,IND,
5128,James Ikeny,James Ikeny,23,Turkana,125,Turkana Central,628,Kanamkemer,29,National Rainbow Coalition,NARC,
5129,Wycliffe Akuyo,Wycliffe Akuyo,23,Turkana,125,Turkana Central,628,Kanamkemer,15,Party for Development and Reform,PDR,
5130,Ezekiel Dida,Ezekiel Dida,23,Turkana,125,Turkana Central,628,Kanamkemer,42,Shirikisho Party of Kenya,SPK,
5131,David Ekidor,David Ekidor,23,Turkana,126,Loima,629,Kotaruk/Lobei,36,Chama Cha Uzalendo,CCU,
5132,William Naur,William Naur,23,Turkana,126,Loima,629,Kotaruk/Lobei,IND,Independent,IND,
5133,Tonny Eyanae,Tonny Eyanae,23,Turkana,126,Loima,629,Kotaruk/Lobei,15,Party for Development and Reform,PDR,
5134,John Ekai,John Ekai,23,Turkana,126,Loima,629,Kotaruk/Lobei,31,Kenya Patriots Party,KPP,
5135,Jackson Apenyu,Jackson Apenyu,23,Turkana,126,Loima,629,Kotaruk/Lobei,29,National Rainbow Coalition,NARC,
5136,"Emmanuel Lomuria
Nataan","Emmanuel Lomuria
Nataan",23,Turkana,126,Loima,629,Kotaruk/Lobei,76,Thirdway Alliance Kenya,TAK,
5137,Andrew Salim,Andrew Salim,23,Turkana,126,Loima,629,Kotaruk/Lobei,67,Maendeleo Chap Chap Party,MCCP,
5138,Thomas Tukei,Thomas Tukei,23,Turkana,126,Loima,629,Kotaruk/Lobei,67,Maendeleo Chap Chap Party,MCCP,
5139,Ewoi Aningoi,Ewoi Aningoi,23,Turkana,126,Loima,630,Turkwel,31,Kenya Patriots Party,KPP,
5140,Isaac Ekuwam,Isaac Ekuwam,23,Turkana,126,Loima,630,Turkwel,67,Maendeleo Chap Chap Party,MCCP,
5141,Ekalale Lokalimoe,Ekalale Lokalimoe,23,Turkana,126,Loima,630,Turkwel,IND,Independent,IND,
5142,Namuya Lokitoe,Namuya Lokitoe,23,Turkana,126,Loima,630,Turkwel,36,Chama Cha Uzalendo,CCU,
5143,"Ebongon Echakan
Lopoikomoe","Ebongon Echakan
Lopoikomoe",23,Turkana,126,Loima,630,Turkwel,75,Empowerment and Liberation Party,ELP,
5144,Kebo Patricia,Kebo Patricia,23,Turkana,126,Loima,630,Turkwel,42,Shirikisho Party of Kenya,SPK,
5145,Karoi Elim,Karoi Elim,23,Turkana,126,Loima,630,Turkwel,15,Party for Development and Reform,PDR,
5146,Edukon Ekamais,Edukon Ekamais,23,Turkana,126,Loima,630,Turkwel,29,National Rainbow Coalition,NARC,
5147,Jackson Lowoi,Jackson Lowoi,23,Turkana,126,Loima,631,Loima,36,Chama Cha Uzalendo,CCU,
5148,David Lochuch,David Lochuch,23,Turkana,126,Loima,631,Loima,29,National Rainbow Coalition,NARC,
5149,Ambrose Merinyang,Ambrose Merinyang,23,Turkana,126,Loima,632,Lokiriama/Lorengippi,15,Party for Development and Reform,PDR,
5150,Michael Bosco Elim,Michael Bosco Elim,23,Turkana,126,Loima,632,Lokiriama/Lorengippi,67,Maendeleo Chap Chap Party,MCCP,
5151,Patrick Esukuku,Patrick Esukuku,23,Turkana,126,Loima,632,Lokiriama/Lorengippi,36,Chama Cha Uzalendo,CCU,
5152,James Ekai,James Ekai,23,Turkana,126,Loima,632,Lokiriama/Lorengippi,67,Maendeleo Chap Chap Party,MCCP,
5153,Lomuria Lawrence,Lomuria Lawrence,23,Turkana,126,Loima,632,Lokiriama/Lorengippi,29,National Rainbow Coalition,NARC,
5154,Loocha Shadrack,Loocha Shadrack,23,Turkana,127,Turkana South,633,Kaputir,29,National Rainbow Coalition,NARC,
5155,Eliud Idoket,Eliud Idoket,23,Turkana,127,Turkana South,633,Kaputir,IND,Independent,IND,
5156,Erastus Eyanae,Erastus Eyanae,23,Turkana,127,Turkana South,633,Kaputir,36,Chama Cha Uzalendo,CCU,
5157,James Esinyen,James Esinyen,23,Turkana,127,Turkana South,634,Katilu,36,Chama Cha Uzalendo,CCU,
5158,Peter,Peter,23,Turkana,127,Turkana South,634,Katilu,29,National Rainbow Coalition,NARC,
5159,Michael Etabo,Michael Etabo,23,Turkana,127,Turkana South,634,Katilu,IND,Independent,IND,
5160,John,John,23,Turkana,127,Turkana South,634,Katilu,42,Shirikisho Party of Kenya,SPK,
5161,Kotol Ekai,Kotol Ekai,23,Turkana,127,Turkana South,634,Katilu,IND,Independent,IND,
5162,Nangorian K,Nangorian K,23,Turkana,127,Turkana South,634,Katilu,67,Maendeleo Chap Chap Party,MCCP,
5163,Erukudi Ewoyate,Erukudi Ewoyate,23,Turkana,127,Turkana South,635,Lobokat,29,National Rainbow Coalition,NARC,
5164,Nicodemus Eguman,Nicodemus Eguman,23,Turkana,127,Turkana South,635,Lobokat,36,Chama Cha Uzalendo,CCU,
5165,James Kaituko,James Kaituko,23,Turkana,127,Turkana South,635,Lobokat,15,Party for Development and Reform,PDR,
5166,Agnes Ng'asike,Agnes Ng'asike,23,Turkana,127,Turkana South,635,Lobokat,67,Maendeleo Chap Chap Party,MCCP,
5167,Samson Ekuam,Samson Ekuam,23,Turkana,127,Turkana South,636,Kalapata,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
5168,Linus Echeme,Linus Echeme,23,Turkana,127,Turkana South,636,Kalapata,29,National Rainbow Coalition,NARC,
5169,Edung L,Edung L,23,Turkana,127,Turkana South,636,Kalapata,IND,Independent,IND,
5170,Ekalale Samal,Ekalale Samal,23,Turkana,127,Turkana South,636,Kalapata,67,Maendeleo Chap Chap Party,MCCP,
5171,Penina,Penina,23,Turkana,127,Turkana South,636,Kalapata,67,Maendeleo Chap Chap Party,MCCP,
5172,Evans Lodio,Evans Lodio,23,Turkana,127,Turkana South,636,Kalapata,36,Chama Cha Uzalendo,CCU,
5173,Kennedy Ikacho,Kennedy Ikacho,23,Turkana,127,Turkana South,637,Lokichar,29,National Rainbow Coalition,NARC,
5174,Margaret Ekal,Margaret Ekal,23,Turkana,127,Turkana South,637,Lokichar,31,Kenya Patriots Party,KPP,
5175,James Funo,James Funo,23,Turkana,127,Turkana South,637,Lokichar,67,Maendeleo Chap Chap Party,MCCP,
5176,Raphael Ekadeli,Raphael Ekadeli,23,Turkana,127,Turkana South,637,Lokichar,36,Chama Cha Uzalendo,CCU,
5177,Benjamin Ebenyo,Benjamin Ebenyo,23,Turkana,127,Turkana South,637,Lokichar,42,Shirikisho Party of Kenya,SPK,
5178,Paul Loyokon,Paul Loyokon,23,Turkana,127,Turkana South,637,Lokichar,76,Thirdway Alliance Kenya,TAK,
5179,Jackson Ekaru,Jackson Ekaru,23,Turkana,127,Turkana South,637,Lokichar,75,Empowerment and Liberation Party,ELP,
5180,Ewalan Kadicho,Ewalan Kadicho,23,Turkana,127,Turkana South,637,Lokichar,15,Party for Development and Reform,PDR,
5181,Didymus Eleman,Didymus Eleman,23,Turkana,128,Turkana East,638,Kapedo/Napeitom,77,Justice and Freedom Party,JFP,
5182,Francis Ekiru,Francis Ekiru,23,Turkana,128,Turkana East,638,Kapedo/Napeitom,15,Party for Development and Reform,PDR,
5183,Joseph Ewoi,Joseph Ewoi,23,Turkana,128,Turkana East,638,Kapedo/Napeitom,36,Chama Cha Uzalendo,CCU,
5184,Muya Ngasike,Muya Ngasike,23,Turkana,128,Turkana East,638,Kapedo/Napeitom,31,Kenya Patriots Party,KPP,
5185,Nalimo Willy,Nalimo Willy,23,Turkana,128,Turkana East,638,Kapedo/Napeitom,29,National Rainbow Coalition,NARC,
5186,Joshua Kakurio,Joshua Kakurio,23,Turkana,128,Turkana East,638,Kapedo/Napeitom,67,Maendeleo Chap Chap Party,MCCP,
5187,Achuka Echakan,Achuka Echakan,23,Turkana,128,Turkana East,639,Katilia,67,Maendeleo Chap Chap Party,MCCP,
5188,Mashallo Ekadeli,Mashallo Ekadeli,23,Turkana,128,Turkana East,639,Katilia,67,Maendeleo Chap Chap Party,MCCP,
5189,Laurence Lotomon,Laurence Lotomon,23,Turkana,128,Turkana East,639,Katilia,29,National Rainbow Coalition,NARC,
5190,Daniel Emekwi,Daniel Emekwi,23,Turkana,128,Turkana East,639,Katilia,36,Chama Cha Uzalendo,CCU,
5191,Jimmy Ekai,Jimmy Ekai,23,Turkana,128,Turkana East,639,Katilia,31,Kenya Patriots Party,KPP,
5192,Jackson Ewat,Jackson Ewat,23,Turkana,128,Turkana East,640,Lokori/Kochodin,36,Chama Cha Uzalendo,CCU,
5193,David Wariong,David Wariong,23,Turkana,128,Turkana East,640,Lokori/Kochodin,42,Shirikisho Party of Kenya,SPK,
5194,Benedict Edapal,Benedict Edapal,23,Turkana,128,Turkana East,640,Lokori/Kochodin,29,National Rainbow Coalition,NARC,
5195,Willy Napuyo,Willy Napuyo,23,Turkana,128,Turkana East,640,Lokori/Kochodin,31,Kenya Patriots Party,KPP,
5196,David Jumaa,David Jumaa,24,West Pokot,129,Kapenguria,641,Riwo,36,Chama Cha Uzalendo,CCU,
5197,Alfred Limo,Alfred Limo,24,West Pokot,129,Kapenguria,641,Riwo,IND,Independent,IND,
5198,Festus Pkiror,Festus Pkiror,24,West Pokot,129,Kapenguria,641,Riwo,2,The National Vision Party,NVP,
5199,Samuel Plapan,Samuel Plapan,24,West Pokot,129,Kapenguria,641,Riwo,42,Shirikisho Party of Kenya,SPK,
5200,Wilson Chungulii,Wilson Chungulii,24,West Pokot,129,Kapenguria,641,Riwo,29,National Rainbow Coalition,NARC,
5201,Joseph,Joseph,24,West Pokot,129,Kapenguria,641,Riwo,67,Maendeleo Chap Chap Party,MCCP,
5202,Damiano,Damiano,24,West Pokot,129,Kapenguria,641,Riwo,67,Maendeleo Chap Chap Party,MCCP,
5203,Lucy Chelang'at,Lucy Chelang'at,24,West Pokot,129,Kapenguria,642,Kapenguria,2,The National Vision Party,NVP,
5204,Richard Micha,Richard Micha,24,West Pokot,129,Kapenguria,642,Kapenguria,67,Maendeleo Chap Chap Party,MCCP,
5205,Samwel Paron,Samwel Paron,24,West Pokot,129,Kapenguria,642,Kapenguria,IND,Independent,IND,
5206,Richard Achekek,Richard Achekek,24,West Pokot,129,Kapenguria,642,Kapenguria,IND,Independent,IND,
5207,Simon Ngetich,Simon Ngetich,24,West Pokot,129,Kapenguria,642,Kapenguria,67,Maendeleo Chap Chap Party,MCCP,
5208,Emmanuel Maddy,Emmanuel Maddy,24,West Pokot,129,Kapenguria,642,Kapenguria,42,Shirikisho Party of Kenya,SPK,
5209,Mathew Matui,Mathew Matui,24,West Pokot,129,Kapenguria,642,Kapenguria,29,National Rainbow Coalition,NARC,
5210,Kemer Kiptoo,Kemer Kiptoo,24,West Pokot,129,Kapenguria,642,Kapenguria,36,Chama Cha Uzalendo,CCU,
5211,Araule,Araule,24,West Pokot,129,Kapenguria,643,Mnagei,36,Chama Cha Uzalendo,CCU,
5212,Regina Cheposait,Regina Cheposait,24,West Pokot,129,Kapenguria,643,Mnagei,75,Empowerment and Liberation Party,ELP,
5213,James Limanyang,James Limanyang,24,West Pokot,129,Kapenguria,643,Mnagei,42,Shirikisho Party of Kenya,SPK,
5214,Julius Kiptoo,Julius Kiptoo,24,West Pokot,129,Kapenguria,643,Mnagei,67,Maendeleo Chap Chap Party,MCCP,
5215,Simon,Simon,24,West Pokot,129,Kapenguria,643,Mnagei,29,National Rainbow Coalition,NARC,
5216,Julius,Julius,24,West Pokot,129,Kapenguria,643,Mnagei,31,Kenya Patriots Party,KPP,
5217,Dickson Rutto,Dickson Rutto,24,West Pokot,129,Kapenguria,643,Mnagei,67,Maendeleo Chap Chap Party,MCCP,
5218,Moses Powon,Moses Powon,24,West Pokot,129,Kapenguria,643,Mnagei,2,The National Vision Party,NVP,
5219,"Renson Chelol
Ngeywa","Renson Chelol
Ngeywa",24,West Pokot,129,Kapenguria,644,Siyoi,36,Chama Cha Uzalendo,CCU,
5220,Patrick Pkanan,Patrick Pkanan,24,West Pokot,129,Kapenguria,644,Siyoi,67,Maendeleo Chap Chap Party,MCCP,
5221,Samuel Lemale,Samuel Lemale,24,West Pokot,129,Kapenguria,644,Siyoi,42,Shirikisho Party of Kenya,SPK,
5222,Paul Lolem,Paul Lolem,24,West Pokot,129,Kapenguria,645,Endugh,2,The National Vision Party,NVP,
5223,Peter Lotopoch,Peter Lotopoch,24,West Pokot,129,Kapenguria,645,Endugh,62,Amani National Congress,ANC,
5224,Kaptolelio Musa,Kaptolelio Musa,24,West Pokot,129,Kapenguria,645,Endugh,IND,Independent,IND,
5225,Benson Ngiroo,Benson Ngiroo,24,West Pokot,129,Kapenguria,645,Endugh,36,Chama Cha Uzalendo,CCU,
5226,Evanson Lomaduny,Evanson Lomaduny,24,West Pokot,129,Kapenguria,645,Endugh,42,Shirikisho Party of Kenya,SPK,
5227,Siywat Plimo,Siywat Plimo,24,West Pokot,129,Kapenguria,645,Endugh,67,Maendeleo Chap Chap Party,MCCP,
5228,Poghen Martin,Poghen Martin,24,West Pokot,129,Kapenguria,646,Sook,36,Chama Cha Uzalendo,CCU,
5229,Wilson Takaramoi,Wilson Takaramoi,24,West Pokot,129,Kapenguria,646,Sook,42,Shirikisho Party of Kenya,SPK,
5230,Job,Job,24,West Pokot,129,Kapenguria,646,Sook,29,National Rainbow Coalition,NARC,
5231,Elijah Pnosho,Elijah Pnosho,24,West Pokot,130,Sigor,647,Sekerr,36,Chama Cha Uzalendo,CCU,
5232,Wilson,Wilson,24,West Pokot,130,Sigor,647,Sekerr,IND,Independent,IND,
5233,Jackson L,Jackson L,24,West Pokot,130,Sigor,647,Sekerr,IND,Independent,IND,
5234,Thomas,Thomas,24,West Pokot,130,Sigor,647,Sekerr,42,Shirikisho Party of Kenya,SPK,
5235,Joseph,Joseph,24,West Pokot,130,Sigor,647,Sekerr,IND,Independent,IND,
5236,Meshack Yaran,Meshack Yaran,24,West Pokot,130,Sigor,647,Sekerr,67,Maendeleo Chap Chap Party,MCCP,
5237,Pkerker Wilson,Pkerker Wilson,24,West Pokot,130,Sigor,648,Masool,42,Shirikisho Party of Kenya,SPK,
5238,"Pyatich
Lonyangatodo","Pyatich
Lonyangatodo",24,West Pokot,130,Sigor,648,Masool,36,Chama Cha Uzalendo,CCU,
5239,James,James,24,West Pokot,130,Sigor,648,Masool,IND,Independent,IND,
5240,Madio Cherotich,Madio Cherotich,24,West Pokot,130,Sigor,649,Lomut,36,Chama Cha Uzalendo,CCU,
5241,Toung'ole Pkiyach,Toung'ole Pkiyach,24,West Pokot,130,Sigor,649,Lomut,42,Shirikisho Party of Kenya,SPK,
5242,Boaz Rotich,Boaz Rotich,24,West Pokot,130,Sigor,649,Lomut,67,Maendeleo Chap Chap Party,MCCP,
5243,"Moiben
Longarinyang","Moiben
Longarinyang",24,West Pokot,130,Sigor,650,Weiwei,36,Chama Cha Uzalendo,CCU,
5244,David Pkeu,David Pkeu,24,West Pokot,130,Sigor,650,Weiwei,42,Shirikisho Party of Kenya,SPK,
5245,Emmanuel Lochaun,Emmanuel Lochaun,24,West Pokot,131,Kacheliba,651,Suam,42,Shirikisho Party of Kenya,SPK,
5246,Achaule Robert,Achaule Robert,24,West Pokot,131,Kacheliba,651,Suam,36,Chama Cha Uzalendo,CCU,
5247,Jackson,Jackson,24,West Pokot,131,Kacheliba,651,Suam,IND,Independent,IND,
5248,Moses Nakapel,Moses Nakapel,24,West Pokot,131,Kacheliba,651,Suam,29,National Rainbow Coalition,NARC,
5249,L Lochaun,L Lochaun,24,West Pokot,131,Kacheliba,651,Suam,67,Maendeleo Chap Chap Party,MCCP,
5250,Hussein Ambalal,Hussein Ambalal,24,West Pokot,131,Kacheliba,652,Kodich,36,Chama Cha Uzalendo,CCU,
5251,Philip Palor,Philip Palor,24,West Pokot,131,Kacheliba,652,Kodich,42,Shirikisho Party of Kenya,SPK,
5252,Long'arikaye Samson,Long'arikaye Samson,24,West Pokot,131,Kacheliba,653,Kapckok,36,Chama Cha Uzalendo,CCU,
5253,Krop Francis,Krop Francis,24,West Pokot,131,Kacheliba,653,Kapckok,21,Orange Democratic Movement,ODM,
5254,Daniel Lomongin,Daniel Lomongin,24,West Pokot,131,Kacheliba,653,Kapckok,42,Shirikisho Party of Kenya,SPK,
5255,Paul Esikwan,Paul Esikwan,24,West Pokot,131,Kacheliba,653,Kapckok,29,National Rainbow Coalition,NARC,
5256,James Apareng,James Apareng,24,West Pokot,131,Kacheliba,654,Kasei,42,Shirikisho Party of Kenya,SPK,
5257,Yerer Peter,Yerer Peter,24,West Pokot,131,Kacheliba,654,Kasei,36,Chama Cha Uzalendo,CCU,
5258,Autok,Autok,24,West Pokot,131,Kacheliba,654,Kasei,29,National Rainbow Coalition,NARC,
5259,Godfrey Losuron,Godfrey Losuron,24,West Pokot,131,Kacheliba,655,Kiwawa,42,Shirikisho Party of Kenya,SPK,
5260,Joshua,Joshua,24,West Pokot,131,Kacheliba,655,Kiwawa,36,Chama Cha Uzalendo,CCU,
5261,Josiah Komurkony,Josiah Komurkony,24,West Pokot,131,Kacheliba,655,Kiwawa,21,Orange Democratic Movement,ODM,
5262,Lokwakou,Lokwakou,24,West Pokot,131,Kacheliba,656,Alale,36,Chama Cha Uzalendo,CCU,
5263,John Bosco,John Bosco,24,West Pokot,131,Kacheliba,656,Alale,21,Orange Democratic Movement,ODM,
5264,Lochero Charles,Lochero Charles,24,West Pokot,131,Kacheliba,656,Alale,42,Shirikisho Party of Kenya,SPK,
5265,Losilian Kalo,Losilian Kalo,24,West Pokot,132,Pokot South,657,Chepareria,IND,Independent,IND,
5266,Joseph,Joseph,24,West Pokot,132,Pokot South,657,Chepareria,2,The National Vision Party,NVP,
5267,Patrick Patey,Patrick Patey,24,West Pokot,132,Pokot South,657,Chepareria,42,Shirikisho Party of Kenya,SPK,
5268,Emmanuel Lousot,Emmanuel Lousot,24,West Pokot,132,Pokot South,657,Chepareria,67,Maendeleo Chap Chap Party,MCCP,
5269,Merpus Kelvin,Merpus Kelvin,24,West Pokot,132,Pokot South,657,Chepareria,29,National Rainbow Coalition,NARC,
5270,Lopeyoi,Lopeyoi,24,West Pokot,132,Pokot South,657,Chepareria,36,Chama Cha Uzalendo,CCU,
5271,Solomon,Solomon,24,West Pokot,132,Pokot South,658,Batei,36,Chama Cha Uzalendo,CCU,
5272,Erick Mnangat,Erick Mnangat,24,West Pokot,132,Pokot South,658,Batei,42,Shirikisho Party of Kenya,SPK,
